Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareDirectoriesAsync",1,211,211.00,211.00,211,211
"CompareFilesWithCachingAsPairResult",2,79,39.50,39.50,38,41
"Compare_Objects",2,44,22.00,22.00,22,22
"Generate_File_Hash",4,14,3.50,3.50,0,7
"Deserialize_Old_ExpectedJsonCustomerLookupResponse_Json",2,2,1.00,1.00,1,1
"Generate_Config_Fingerprint",2,0,0.00,0.00,0,0
"Deserialize_New_ExpectedJsonCustomerLookupResponse_Json",2,0,0.00,0.00,0,0

Metric,Value
XmlDeserializationPrecheckMs,0
XmlDeserializationFullDeserializeMs,0
CollectionOrderDeterministicOrderingMs,0
CollectionOrderFallbackMs,0
CollectionOrderFallbackCount,0
