Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareFilesWithCaching",8000,796408,99.55,69.00,13,2708
"Compare_Objects",8000,300120,37.52,26.00,2,463
"Deserialize_Old_ComplexOrderResponse_Xml",8000,214677,26.83,11.00,1,1743
"Deserialize_New_ComplexOrderResponse_Xml",8000,179898,22.49,11.00,0,2665
"Parallel_Comparison",2,36210,18105.00,18105.00,11911,24299
"CompareFolderUploadsAsync",1,30438,30438.00,30438.00,30438,30438
"Generate_File_Hash",16000,4651,0.29,0.00,0,140
"Compare_File_1",2,3166,1583.00,1583.00,1423,1743
"Compare_File_23",2,2942,1471.00,1471.00,1292,1650
"Compare_File_2294",2,2804,1402.00,1402.00,90,2714
"Compare_File_12",2,2517,1258.50,1258.50,774,1743
"Compare_File_5",2,2452,1226.00,1226.00,814,1638
"Compare_File_17",2,2413,1206.50,1206.50,744,1669
"Compare_File_11",2,2379,1189.50,1189.50,857,1522
"Compare_File_3",2,2371,1185.50,1185.50,654,1717
"Compare_File_0",2,2341,1170.50,1170.50,793,1548
"Compare_File_7",2,2331,1165.50,1165.50,66,2265
"Compare_File_9",2,2272,1136.00,1136.00,676,1596
"Compare_File_1325",2,2265,1132.50,1132.50,156,2109
"Compare_File_20",2,2231,1115.50,1115.50,774,1457
"Compare_File_2",2,2186,1093.00,1093.00,705,1481
"Compare_File_13",2,2125,1062.50,1062.50,660,1465
"Compare_File_4",2,2125,1062.50,1062.50,679,1446
"Compare_File_108",2,2090,1045.00,1045.00,65,2025
"Compare_File_531",2,2041,1020.50,1020.50,167,1874
"Compare_File_1355",2,2028,1014.00,1014.00,83,1945
"Compare_File_167",2,1990,995.00,995.00,931,1059
"Compare_File_112",2,1908,954.00,954.00,103,1805
"Compare_File_113",2,1897,948.50,948.50,803,1094
"Compare_File_429",2,1884,942.00,942.00,234,1650
"Compare_File_1284",2,1881,940.50,940.50,85,1796
"Compare_File_577",2,1848,924.00,924.00,80,1768
"Compare_File_19",2,1827,913.50,913.50,84,1743
"Compare_File_393",2,1794,897.00,897.00,201,1593
"Compare_File_6",2,1778,889.00,889.00,35,1743
"Compare_File_8",2,1773,886.50,886.50,66,1707
"Compare_File_37",2,1731,865.50,865.50,744,987
"Compare_File_29",2,1720,860.00,860.00,818,902
"Compare_File_14",2,1703,851.50,851.50,54,1649
"Compare_File_24",2,1676,838.00,838.00,31,1645
"Compare_File_18",2,1675,837.50,837.50,98,1577
"Compare_File_59",2,1668,834.00,834.00,728,940
"Compare_File_556",2,1645,822.50,822.50,198,1447
"Compare_File_3394",2,1641,820.50,820.50,51,1590
"Compare_File_44",2,1638,819.00,819.00,801,837
"Compare_File_21",2,1633,816.50,816.50,99,1534
"Compare_File_10",2,1614,807.00,807.00,38,1576
"Compare_File_324",2,1614,807.00,807.00,24,1590
"Compare_File_22",2,1571,785.50,785.50,35,1536
"Compare_File_40",2,1546,773.00,773.00,639,907
"Compare_File_1144",2,1542,771.00,771.00,105,1437
"Compare_File_15",2,1540,770.00,770.00,54,1486
"Compare_File_31",2,1524,762.00,762.00,88,1436
"Compare_File_16",2,1523,761.50,761.50,62,1461
"Compare_File_197",2,1516,758.00,758.00,205,1311
"Compare_File_45",2,1508,754.00,754.00,737,771
"Compare_File_406",2,1501,750.50,750.50,82,1419
"Compare_File_26",2,1481,740.50,740.50,674,807
"Compare_File_506",2,1460,730.00,730.00,78,1382
"Compare_File_568",2,1455,727.50,727.50,72,1383
"Compare_File_204",2,1423,711.50,711.50,165,1258
"Compare_File_909",2,1423,711.50,711.50,55,1368
"Compare_File_1304",2,1417,708.50,708.50,144,1273
"Compare_File_84",2,1397,698.50,698.50,83,1314
"Compare_File_2588",2,1388,694.00,694.00,37,1351
"Compare_File_146",2,1384,692.00,692.00,126,1258
"Compare_File_326",2,1335,667.50,667.50,35,1300
"Compare_File_88",2,1334,667.00,667.00,109,1225
"Compare_File_111",2,1331,665.50,665.50,171,1160
"Compare_File_120",2,1304,652.00,652.00,64,1240
"Compare_File_153",2,1284,642.00,642.00,259,1025
"Compare_File_119",2,1270,635.00,635.00,83,1187
"Compare_File_151",2,1251,625.50,625.50,79,1172
"Compare_File_147",2,1225,612.50,612.50,109,1116
"Compare_File_34",2,1191,595.50,595.50,79,1112
"Compare_File_233",2,1181,590.50,590.50,33,1148
"Compare_File_191",2,1162,581.00,581.00,42,1120
"Compare_File_171",2,1129,564.50,564.50,45,1084
"Compare_File_165",2,1128,564.00,564.00,45,1083
"Compare_File_178",2,1120,560.00,560.00,42,1078
"Compare_File_123",2,1107,553.50,553.50,70,1037
"Compare_File_121",2,1098,549.00,549.00,68,1030
"Compare_File_85",2,1094,547.00,547.00,68,1026
"Compare_File_252",2,1093,546.50,546.50,22,1071
"Compare_File_196",2,1075,537.50,537.50,48,1027
"Compare_File_193",2,1067,533.50,533.50,63,1004
"Compare_File_170",2,1061,530.50,530.50,72,989
"Compare_File_90",2,1057,528.50,528.50,90,967
