Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareDirectoriesAsync",1,266,266.00,266.00,266,266
"CompareFilesWithCachingAsPairResult",2,96,48.00,48.00,45,51
"Compare_Objects",2,52,26.00,26.00,26,26
"Deserialize_Old_ExpectedJsonCustomerLookupResponse_Json",2,5,2.50,2.50,2,3
"Generate_File_Hash",4,3,0.75,0.50,0,2
"Deserialize_New_ExpectedJsonCustomerLookupResponse_Json",2,2,1.00,1.00,0,2
"Generate_Config_Fingerprint",2,0,0.00,0.00,0,0

Metric,Value
XmlDeserializationPrecheckMs,0
XmlDeserializationFullDeserializeMs,0
CollectionOrderDeterministicOrderingMs,0
CollectionOrderFallbackMs,0
CollectionOrderFallbackCount,0
