Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareXmlFilesAsync",1000,1734212,1734.21,1613.00,697,15439
"Compare_Objects",1000,418173,418.17,421.00,101,778
"Apply_Config_Settings",1000,213542,213.54,107.00,0,7976
"Deserialize_Old_SoapEnvelope",1000,199515,199.51,191.00,68,459
"Clone_Old_SoapEnvelope",1000,196618,196.62,191.00,78,431
"Clone_New_SoapEnvelope",1000,195865,195.87,186.00,80,500
"Deserialize_New_SoapEnvelope",1000,194170,194.17,191.00,66,432
"Parallel_Comparison",1,120869,120869.00,120869.00,120869,120869
"Compare_File_132",1,15462,15462.00,15462.00,15462,15462
"Compare_File_13",1,14784,14784.00,14784.00,14784,14784
"Compare_File_0",1,12899,12899.00,12899.00,12899,12899
"Compare_File_131",1,10099,10099.00,10099.00,10099,10099
"Compare_File_215",1,10005,10005.00,10005.00,10005,10005
"Compare_File_130",1,8691,8691.00,8691.00,8691,8691
"Compare_File_129",1,8551,8551.00,8551.00,8551,8551
"Compare_File_156",1,6326,6326.00,6326.00,6326,6326
"Compare_File_28",1,6306,6306.00,6306.00,6306,6306
"Compare_File_27",1,5491,5491.00,5491.00,5491,5491
"Compare_File_77",1,5272,5272.00,5272.00,5272,5272
"Compare_File_257",1,5168,5168.00,5168.00,5168,5168
"Compare_File_157",1,4951,4951.00,4951.00,4951,4951
"Compare_File_78",1,4625,4625.00,4625.00,4625,4625
"Compare_File_228",1,4582,4582.00,4582.00,4582,4582
"Compare_File_25",1,4510,4510.00,4510.00,4510,4510
"Compare_File_119",1,4472,4472.00,4472.00,4472,4472
"Compare_File_267",1,4432,4432.00,4432.00,4432,4432
"Compare_File_394",1,4362,4362.00,4362.00,4362,4362
"Compare_File_268",1,4327,4327.00,4327.00,4327,4327
"Compare_File_87",1,4263,4263.00,4263.00,4263,4263
"Compare_File_468",1,4141,4141.00,4141.00,4141,4141
"Compare_File_361",1,3893,3893.00,3893.00,3893,3893
"Compare_File_256",1,3817,3817.00,3817.00,3817,3817
"Compare_File_246",1,3797,3797.00,3797.00,3797,3797
"Compare_File_355",1,3686,3686.00,3686.00,3686,3686
"Compare_File_737",1,3613,3613.00,3613.00,3613,3613
"Compare_File_89",1,3594,3594.00,3594.00,3594,3594
"Compare_File_614",1,3529,3529.00,3529.00,3529,3529
"Compare_File_128",1,3513,3513.00,3513.00,3513,3513
"Compare_File_615",1,3506,3506.00,3506.00,3506,3506
"Compare_File_190",1,3434,3434.00,3434.00,3434,3434
"Compare_File_725",1,3420,3420.00,3420.00,3420,3420
"Compare_File_763",1,3383,3383.00,3383.00,3383,3383
"Compare_File_210",1,3362,3362.00,3362.00,3362,3362
"Compare_File_832",1,3333,3333.00,3333.00,3333,3333
"Compare_File_535",1,3322,3322.00,3322.00,3322,3322
"Compare_File_922",1,3296,3296.00,3296.00,3296,3296
"Compare_File_88",1,3276,3276.00,3276.00,3276,3276
"Compare_File_584",1,3259,3259.00,3259.00,3259,3259
"Compare_File_587",1,3056,3056.00,3056.00,3056,3056
"Compare_File_406",1,3054,3054.00,3054.00,3054,3054
"Compare_File_925",1,3017,3017.00,3017.00,3017,3017
"Compare_File_949",1,3015,3015.00,3015.00,3015,3015
"Compare_File_546",1,2987,2987.00,2987.00,2987,2987
"Compare_File_166",1,2980,2980.00,2980.00,2980,2980
"Compare_File_191",1,2932,2932.00,2932.00,2932,2932
"Compare_File_676",1,2927,2927.00,2927.00,2927,2927
"Compare_File_220",1,2903,2903.00,2903.00,2903,2903
"Compare_File_564",1,2897,2897.00,2897.00,2897,2897
"Compare_File_924",1,2861,2861.00,2861.00,2861,2861
"Compare_File_335",1,2847,2847.00,2847.00,2847,2847
"Compare_File_874",1,2823,2823.00,2823.00,2823,2823
"Compare_File_569",1,2822,2822.00,2822.00,2822,2822
"Compare_File_517",1,2792,2792.00,2792.00,2792,2792
"Compare_File_808",1,2786,2786.00,2786.00,2786,2786
"Compare_File_771",1,2785,2785.00,2785.00,2785,2785
"Compare_File_351",1,2776,2776.00,2776.00,2776,2776
"Compare_File_118",1,2771,2771.00,2771.00,2771,2771
"Compare_File_802",1,2748,2748.00,2748.00,2748,2748
"Compare_File_678",1,2741,2741.00,2741.00,2741,2741
"Compare_File_927",1,2727,2727.00,2727.00,2727,2727
"Compare_File_637",1,2718,2718.00,2718.00,2718,2718
"Compare_File_848",1,2717,2717.00,2717.00,2717,2717
"Compare_File_710",1,2710,2710.00,2710.00,2710,2710
"Compare_File_320",1,2708,2708.00,2708.00,2708,2708
"Compare_File_567",1,2708,2708.00,2708.00,2708,2708
"Compare_File_791",1,2707,2707.00,2707.00,2707,2707
"Compare_File_485",1,2689,2689.00,2689.00,2689,2689
"Compare_File_916",1,2679,2679.00,2679.00,2679,2679
"Compare_File_793",1,2675,2675.00,2675.00,2675,2675
"Compare_File_200",1,2666,2666.00,2666.00,2666,2666
"Compare_File_968",1,2655,2655.00,2655.00,2655,2655
"Compare_File_199",1,2629,2629.00,2629.00,2629,2629
"Compare_File_654",1,2626,2626.00,2626.00,2626,2626
"Compare_File_764",1,2622,2622.00,2622.00,2622,2622
"Compare_File_555",1,2600,2600.00,2600.00,2600,2600
"Compare_File_288",1,2558,2558.00,2558.00,2558,2558
"Compare_File_876",1,2549,2549.00,2549.00,2549,2549
"Compare_File_289",1,2544,2544.00,2544.00,2544,2544
"Compare_File_358",1,2540,2540.00,2540.00,2540,2540
"Compare_File_516",1,2521,2521.00,2521.00,2521,2521
"Compare_File_775",1,2501,2501.00,2501.00,2501,2501
"Compare_File_796",1,2497,2497.00,2497.00,2497,2497
"Compare_File_761",1,2493,2493.00,2493.00,2493,2493
"Compare_File_298",1,2492,2492.00,2492.00,2492,2492
"Compare_File_902",1,2488,2488.00,2488.00,2488,2488
"Compare_File_512",1,2487,2487.00,2487.00,2487,2487
"Compare_File_226",1,2485,2485.00,2485.00,2485,2485
"Compare_File_783",1,2480,2480.00,2480.00,2480,2480
"Compare_File_366",1,2470,2470.00,2470.00,2470,2470
"Compare_File_767",1,2465,2465.00,2465.00,2465,2465
"Compare_File_497",1,2441,2441.00,2441.00,2441,2441
"Compare_File_287",1,2436,2436.00,2436.00,2436,2436
"Compare_File_957",1,2431,2431.00,2431.00,2431,2431
"Compare_File_702",1,2427,2427.00,2427.00,2427,2427
"Compare_File_476",1,2427,2427.00,2427.00,2427,2427
"Compare_File_10",1,2408,2408.00,2408.00,2408,2408
"Compare_File_677",1,2403,2403.00,2403.00,2403,2403
"Compare_File_699",1,2394,2394.00,2394.00,2394,2394
"Compare_File_547",1,2392,2392.00,2392.00,2392,2392
"Compare_File_540",1,2381,2381.00,2381.00,2381,2381
"Compare_File_566",1,2380,2380.00,2380.00,2380,2380
"Compare_File_729",1,2375,2375.00,2375.00,2375,2375
"Compare_File_41",1,2375,2375.00,2375.00,2375,2375
"Compare_File_321",1,2355,2355.00,2355.00,2355,2355
"Compare_File_787",1,2346,2346.00,2346.00,2346,2346
"Compare_File_386",1,2338,2338.00,2338.00,2338,2338
"Compare_File_770",1,2338,2338.00,2338.00,2338,2338
"Compare_File_867",1,2329,2329.00,2329.00,2329,2329
"Compare_File_921",1,2322,2322.00,2322.00,2322,2322
"Compare_File_245",1,2316,2316.00,2316.00,2316,2316
"Compare_File_146",1,2312,2312.00,2312.00,2312,2312
"Compare_File_950",1,2311,2311.00,2311.00,2311,2311
"Compare_File_622",1,2304,2304.00,2304.00,2304,2304
"Compare_File_471",1,2303,2303.00,2303.00,2303,2303
"Compare_File_649",1,2301,2301.00,2301.00,2301,2301
"Compare_File_881",1,2301,2301.00,2301.00,2301,2301
"Compare_File_839",1,2289,2289.00,2289.00,2289,2289
"Compare_File_98",1,2288,2288.00,2288.00,2288,2288
"Compare_File_572",1,2277,2277.00,2277.00,2277,2277
"Compare_File_828",1,2276,2276.00,2276.00,2276,2276
"Compare_File_475",1,2270,2270.00,2270.00,2270,2270
"Compare_File_917",1,2270,2270.00,2270.00,2270,2270
"Compare_File_905",1,2267,2267.00,2267.00,2267,2267
"Compare_File_255",1,2266,2266.00,2266.00,2266,2266
"Compare_File_709",1,2264,2264.00,2264.00,2264,2264
"Compare_File_730",1,2264,2264.00,2264.00,2264,2264
"Compare_File_280",1,2263,2263.00,2263.00,2263,2263
"Compare_File_663",1,2261,2261.00,2261.00,2261,2261
"Compare_File_681",1,2258,2258.00,2258.00,2258,2258
"Compare_File_227",1,2258,2258.00,2258.00,2258,2258
"Compare_File_868",1,2254,2254.00,2254.00,2254,2254
"Compare_File_809",1,2254,2254.00,2254.00,2254,2254
"Compare_File_742",1,2253,2253.00,2253.00,2253,2253
"Compare_File_952",1,2247,2247.00,2247.00,2247,2247
"Compare_File_1",1,2246,2246.00,2246.00,2246,2246
"Compare_File_930",1,2244,2244.00,2244.00,2244,2244
"Compare_File_920",1,2242,2242.00,2242.00,2242,2242
"Compare_File_879",1,2238,2238.00,2238.00,2238,2238
"Compare_File_15",1,2234,2234.00,2234.00,2234,2234
"Compare_File_878",1,2225,2225.00,2225.00,2225,2225
"Compare_File_806",1,2222,2222.00,2222.00,2222,2222
"Compare_File_824",1,2219,2219.00,2219.00,2219,2219
"Compare_File_918",1,2216,2216.00,2216.00,2216,2216
"Compare_File_68",1,2210,2210.00,2210.00,2210,2210
"Compare_File_545",1,2204,2204.00,2204.00,2204,2204
"Compare_File_801",1,2202,2202.00,2202.00,2202,2202
