Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareXmlFilesAsync",1000,470977,470.98,260.50,89,8960
"Compare_Objects",1000,237462,237.46,107.00,17,7489
"Apply_Config_Settings",1000,162827,162.83,92.00,15,1600
"Parallel_Comparison",1,15655,15655.00,15655.00,15655,15655
"Compare_File_13",1,9415,9415.00,9415.00,9415,9415
"Compare_File_4",1,7854,7854.00,7854.00,7854,7854
"Compare_File_47",1,7730,7730.00,7730.00,7730,7730
"Compare_File_142",1,7622,7622.00,7622.00,7622,7622
"Compare_File_395",1,7291,7291.00,7291.00,7291,7291
"Compare_File_11",1,7100,7100.00,7100.00,7100,7100
"Compare_File_424",1,6591,6591.00,6591.00,6591,6591
"Compare_File_122",1,4571,4571.00,4571.00,4571,4571
"Compare_File_98",1,4479,4479.00,4479.00,4479,4479
"Compare_File_104",1,3794,3794.00,3794.00,3794,3794
"Compare_File_67",1,3785,3785.00,3785.00,3785,3785
"Compare_File_53",1,3234,3234.00,3234.00,3234,3234
"Compare_File_768",1,3178,3178.00,3178.00,3178,3178
"Compare_File_85",1,2745,2745.00,2745.00,2745,2745
"Compare_File_46",1,2671,2671.00,2671.00,2671,2671
"Compare_File_25",1,2570,2570.00,2570.00,2570,2570
"Compare_File_31",1,2522,2522.00,2522.00,2522,2522
"Compare_File_827",1,2465,2465.00,2465.00,2465,2465
"Compare_File_576",1,2420,2420.00,2420.00,2420,2420
"Compare_File_24",1,2338,2338.00,2338.00,2338,2338
"Compare_File_454",1,2290,2290.00,2290.00,2290,2290
"Deserialize_Old_SoapEnvelope",1000,2288,2.29,0.00,0,221
"Compare_File_616",1,2276,2276.00,2276.00,2276,2276
"Compare_File_61",1,2261,2261.00,2261.00,2261,2261
"Compare_File_666",1,2238,2238.00,2238.00,2238,2238
"Compare_File_690",1,2236,2236.00,2236.00,2236,2236
"Compare_File_525",1,2227,2227.00,2227.00,2227,2227
"Compare_File_598",1,2187,2187.00,2187.00,2187,2187
"Compare_File_854",1,2147,2147.00,2147.00,2147,2147
"Compare_File_497",1,2114,2114.00,2114.00,2114,2114
"Compare_File_23",1,2083,2083.00,2083.00,2083,2083
"Compare_File_490",1,2046,2046.00,2046.00,2046,2046
"Compare_File_869",1,1978,1978.00,1978.00,1978,1978
"Compare_File_874",1,1953,1953.00,1953.00,1953,1953
"Compare_File_398",1,1906,1906.00,1906.00,1906,1906
"Compare_File_52",1,1904,1904.00,1904.00,1904,1904
"Compare_File_847",1,1853,1853.00,1853.00,1853,1853
"Compare_File_806",1,1837,1837.00,1837.00,1837,1837
"Compare_File_270",1,1816,1816.00,1816.00,1816,1816
"Compare_File_30",1,1745,1745.00,1745.00,1745,1745
"Compare_File_647",1,1655,1655.00,1655.00,1655,1655
"Compare_File_656",1,1618,1618.00,1618.00,1618,1618
"Compare_File_22",1,1614,1614.00,1614.00,1614,1614
"Compare_File_366",1,1613,1613.00,1613.00,1613,1613
"Compare_File_426",1,1603,1603.00,1603.00,1603,1603
"Compare_File_900",1,1591,1591.00,1591.00,1591,1591
"Compare_File_29",1,1558,1558.00,1558.00,1558,1558
"Compare_File_412",1,1536,1536.00,1536.00,1536,1536
"Compare_File_704",1,1533,1533.00,1533.00,1533,1533
"Compare_File_551",1,1465,1465.00,1465.00,1465,1465
"Compare_File_308",1,1432,1432.00,1432.00,1432,1432
"Compare_File_21",1,1418,1418.00,1418.00,1418,1418
"Compare_File_547",1,1400,1400.00,1400.00,1400,1400
"Compare_File_241",1,1398,1398.00,1398.00,1398,1398
"Compare_File_273",1,1398,1398.00,1398.00,1398,1398
"Compare_File_754",1,1370,1370.00,1370.00,1370,1370
"Compare_File_194",1,1338,1338.00,1338.00,1338,1338
"Compare_File_719",1,1333,1333.00,1333.00,1333,1333
"Compare_File_242",1,1301,1301.00,1301.00,1301,1301
"Compare_File_920",1,1291,1291.00,1291.00,1291,1291
"Compare_File_403",1,1282,1282.00,1282.00,1282,1282
"Compare_File_35",1,1273,1273.00,1273.00,1273,1273
"Compare_File_147",1,1248,1248.00,1248.00,1248,1248
"Compare_File_284",1,1248,1248.00,1248.00,1248,1248
"Compare_File_19",1,1246,1246.00,1246.00,1246,1246
"Compare_File_701",1,1230,1230.00,1230.00,1230,1230
"Compare_File_415",1,1208,1208.00,1208.00,1208,1208
"Compare_File_883",1,1202,1202.00,1202.00,1202,1202
"Compare_File_17",1,1192,1192.00,1192.00,1192,1192
"Compare_File_174",1,1169,1169.00,1169.00,1169,1169
"Compare_File_321",1,1163,1163.00,1163.00,1163,1163
"Compare_File_936",1,1147,1147.00,1147.00,1147,1147
"Compare_File_355",1,1126,1126.00,1126.00,1126,1126
"Compare_File_608",1,1111,1111.00,1111.00,1111,1111
"Compare_File_460",1,1093,1093.00,1093.00,1093,1093
"Compare_File_15",1,1087,1087.00,1087.00,1087,1087
"Compare_File_519",1,1079,1079.00,1079.00,1079,1079
"Compare_File_264",1,1078,1078.00,1078.00,1078,1078
"Compare_File_520",1,1069,1069.00,1069.00,1069,1069
"Compare_File_645",1,1067,1067.00,1067.00,1067,1067
"Compare_File_161",1,1052,1052.00,1052.00,1052,1052
"Compare_File_944",1,1042,1042.00,1042.00,1042,1042
