Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"Compare_File_309",2,90,45.00,45.00,15,75
"Compare_File_387",2,88,44.00,44.00,32,56
"Compare_File_739",2,87,43.50,43.50,11,76
"Compare_File_599",2,87,43.50,43.50,16,71
"Compare_File_511",2,85,42.50,42.50,15,70
"Compare_File_837",2,85,42.50,42.50,27,58
"Compare_File_816",2,82,41.00,41.00,26,56
"Compare_File_358",2,81,40.50,40.50,24,57
"Compare_File_979",2,80,40.00,40.00,11,69
"Compare_File_216",2,80,40.00,40.00,9,71
"Compare_File_241",2,79,39.50,39.50,14,65
"Compare_File_477",2,76,38.00,38.00,35,41
"Compare_File_89",2,76,38.00,38.00,11,65
"Compare_File_959",2,76,38.00,38.00,28,48
"Compare_File_476",2,76,38.00,38.00,11,65
"Compare_File_931",2,75,37.50,37.50,10,65
"Compare_File_656",2,75,37.50,37.50,19,56
"Compare_File_444",2,74,37.00,37.00,8,66
"Compare_File_106",2,73,36.50,36.50,14,59
"Compare_File_314",2,73,36.50,36.50,13,60
"Compare_File_593",2,73,36.50,36.50,10,63
"Compare_File_427",2,72,36.00,36.00,12,60
"Compare_File_114",2,72,36.00,36.00,13,59
"Compare_File_546",2,72,36.00,36.00,27,45
"Compare_File_236",2,71,35.50,35.50,20,51
"Compare_File_886",2,70,35.00,35.00,10,60
"Compare_File_586",2,69,34.50,34.50,31,38
"Compare_File_884",2,67,33.50,33.50,10,57
"Compare_File_96",2,67,33.50,33.50,11,56
"Compare_File_396",2,67,33.50,33.50,22,45
"Compare_File_534",2,65,32.50,32.50,18,47
"Compare_File_207",2,64,32.00,32.00,10,54
"Compare_File_707",2,63,31.50,31.50,8,55
"Compare_File_745",2,63,31.50,31.50,26,37
"Compare_File_466",2,60,30.00,30.00,22,38
"Compare_File_73",2,59,29.50,29.50,13,46
"Compare_File_489",2,59,29.50,29.50,17,42
"Compare_File_535",2,58,29.00,29.00,16,42
"Compare_File_279",2,58,29.00,29.00,13,45
"Get_Ignore_Rules",2000,57,0.03,0.00,0,4
"Compare_File_849",2,57,28.50,28.50,17,40
"Compare_File_346",2,56,28.00,28.00,18,38
"Compare_File_549",2,56,28.00,28.00,14,42
"Compare_File_521",2,56,28.00,28.00,15,41
"Compare_File_419",2,56,28.00,28.00,14,42
"Compare_File_536",2,56,28.00,28.00,24,32
"Compare_File_61",2,55,27.50,27.50,11,44
"Compare_File_505",2,55,27.50,27.50,9,46
"Compare_File_723",2,55,27.50,27.50,16,39
"Compare_File_408",2,55,27.50,27.50,17,38
"Compare_File_903",2,55,27.50,27.50,20,35
"Compare_File_416",2,55,27.50,27.50,21,34
"Compare_File_625",2,55,27.50,27.50,12,43
"Compare_File_787",2,54,27.00,27.00,10,44
"Compare_File_65",2,54,27.00,27.00,17,37
"Compare_File_622",2,54,27.00,27.00,9,45
"Compare_File_989",2,54,27.00,27.00,9,45
"Compare_File_727",2,54,27.00,27.00,8,46
"Compare_File_578",2,54,27.00,27.00,25,29
"Compare_File_374",2,54,27.00,27.00,11,43
"Compare_File_984",2,54,27.00,27.00,9,45
"Compare_File_187",2,53,26.50,26.50,13,40
"Compare_File_827",2,53,26.50,26.50,8,45
"Compare_File_177",2,53,26.50,26.50,26,27
"Compare_File_821",2,53,26.50,26.50,9,44
"Compare_File_446",2,53,26.50,26.50,21,32
"Compare_File_927",2,53,26.50,26.50,24,29
"Compare_File_328",2,52,26.00,26.00,13,39
"Compare_File_116",2,52,26.00,26.00,15,37
"Compare_File_77",2,52,26.00,26.00,11,41
"Compare_File_368",2,51,25.50,25.50,13,38
"Compare_File_692",2,51,25.50,25.50,18,33
"Compare_File_337",2,51,25.50,25.50,12,39
"Compare_File_643",2,51,25.50,25.50,14,37
"Compare_File_290",2,50,25.00,25.00,12,38
"Compare_File_298",2,50,25.00,25.00,12,38
"Compare_File_238",2,50,25.00,25.00,17,33
"Compare_File_810",2,50,25.00,25.00,20,30
"Compare_File_730",2,50,25.00,25.00,23,27
"Compare_File_779",2,50,25.00,25.00,8,42
"Compare_File_619",2,49,24.50,24.50,9,40
"Compare_File_706",2,49,24.50,24.50,22,27
"Compare_File_875",2,49,24.50,24.50,15,34
"Compare_File_768",2,49,24.50,24.50,17,32
"Compare_File_685",2,49,24.50,24.50,13,36
"Compare_File_914",2,49,24.50,24.50,12,37
"Compare_File_381",2,49,24.50,24.50,10,39
"Compare_File_469",2,48,24.00,24.00,11,37
"Compare_File_40",2,48,24.00,24.00,9,39
"Compare_File_432",2,48,24.00,24.00,12,36
"Compare_File_301",2,48,24.00,24.00,13,35
"Compare_File_763",2,48,24.00,24.00,10,38
"Compare_File_893",2,48,24.00,24.00,10,38
"Compare_File_911",2,47,23.50,23.50,13,34
"Compare_File_332",2,47,23.50,23.50,10,37
"Compare_File_647",2,47,23.50,23.50,17,30
"Compare_File_856",2,47,23.50,23.50,18,29
"Compare_File_267",2,47,23.50,23.50,15,32
"Compare_File_765",2,47,23.50,23.50,13,34
"Compare_File_635",2,47,23.50,23.50,11,36
"Compare_File_300",2,46,23.00,23.00,10,36
"Compare_File_988",2,46,23.00,23.00,12,34
"Compare_File_98",2,46,23.00,23.00,22,24
"Compare_File_518",2,46,23.00,23.00,20,26
"Compare_File_614",2,46,23.00,23.00,20,26
"Compare_File_105",2,46,23.00,23.00,15,31
"Compare_File_618",2,45,22.50,22.50,11,34
"Compare_File_676",2,45,22.50,22.50,9,36
"Compare_File_474",2,45,22.50,22.50,13,32
"Compare_File_734",2,45,22.50,22.50,13,32
"Compare_File_857",2,45,22.50,22.50,11,34
"Compare_File_166",2,44,22.00,22.00,12,32
"Compare_File_81",2,44,22.00,22.00,16,28
"Compare_File_195",2,44,22.00,22.00,17,27
"Compare_File_263",2,44,22.00,22.00,14,30
"Compare_File_304",2,44,22.00,22.00,22,22
"Compare_File_991",2,43,21.50,21.50,8,35
"Compare_File_824",2,43,21.50,21.50,18,25
"Compare_File_392",2,43,21.50,21.50,9,34
"Compare_File_303",2,43,21.50,21.50,15,28
"Compare_File_198",2,43,21.50,21.50,18,25
"Compare_File_597",2,43,21.50,21.50,16,27
"Compare_File_109",2,42,21.00,21.00,12,30
"Compare_File_417",2,42,21.00,21.00,12,30
"Compare_File_975",2,42,21.00,21.00,10,32
"Compare_File_800",2,42,21.00,21.00,14,28
"Compare_File_598",2,42,21.00,21.00,11,31
"Compare_File_717",2,42,21.00,21.00,16,26
"Compare_File_845",2,42,21.00,21.00,8,34
"Compare_File_481",2,42,21.00,21.00,18,24
"Compare_File_754",2,42,21.00,21.00,11,31
"Compare_File_620",2,42,21.00,21.00,20,22
"Compare_File_80",2,42,21.00,21.00,16,26
"Compare_File_974",2,42,21.00,21.00,10,32
"Compare_File_426",2,42,21.00,21.00,13,29
"Compare_File_270",2,42,21.00,21.00,20,22
"Compare_File_390",2,42,21.00,21.00,17,25
"Compare_File_950",2,41,20.50,20.50,11,30
"Compare_File_547",2,41,20.50,20.50,18,23
"Compare_File_610",2,41,20.50,20.50,20,21
"Compare_File_196",2,41,20.50,20.50,16,25
"Compare_File_621",2,41,20.50,20.50,12,29
"Compare_File_351",2,41,20.50,20.50,10,31
"Compare_File_976",2,41,20.50,20.50,10,31
"Compare_File_633",2,41,20.50,20.50,8,33
"Compare_File_876",2,41,20.50,20.50,15,26
"Compare_File_130",2,41,20.50,20.50,12,29
"Compare_File_674",2,41,20.50,20.50,19,22
"Compare_File_448",2,41,20.50,20.50,14,27
"Compare_File_479",2,41,20.50,20.50,14,27
"Compare_File_761",2,41,20.50,20.50,16,25
"Compare_File_806",2,41,20.50,20.50,11,30
"Compare_File_380",2,41,20.50,20.50,18,23
"Compare_File_66",2,40,20.00,20.00,20,20
"Compare_File_928",2,40,20.00,20.00,11,29
"Compare_File_425",2,40,20.00,20.00,18,22
"Compare_File_302",2,40,20.00,20.00,8,32
"Compare_File_257",2,40,20.00,20.00,11,29
"Compare_File_262",2,40,20.00,20.00,20,20
"Compare_File_206",2,40,20.00,20.00,9,31
"Compare_File_85",2,40,20.00,20.00,15,25
"Compare_File_940",2,40,20.00,20.00,9,31
"Compare_File_698",2,40,20.00,20.00,17,23
"Compare_File_457",2,40,20.00,20.00,14,26
"Compare_File_436",2,39,19.50,19.50,13,26
"Compare_File_224",2,39,19.50,19.50,17,22
"Compare_File_678",2,39,19.50,19.50,19,20
"Compare_File_935",2,39,19.50,19.50,9,30
"Compare_File_732",2,39,19.50,19.50,12,27
"Compare_File_686",2,39,19.50,19.50,11,28
"Compare_File_68",2,39,19.50,19.50,12,27
"Compare_File_530",2,39,19.50,19.50,19,20
"Compare_File_249",2,39,19.50,19.50,15,24
"Compare_File_226",2,39,19.50,19.50,8,31
"Compare_File_57",2,39,19.50,19.50,15,24
"Compare_File_947",2,39,19.50,19.50,17,22
"Compare_File_867",2,39,19.50,19.50,16,23
"Compare_File_50",2,39,19.50,19.50,14,25
"Compare_File_48",2,39,19.50,19.50,12,27
"Compare_File_533",2,39,19.50,19.50,12,27
"Compare_File_186",2,39,19.50,19.50,16,23
"Compare_File_227",2,39,19.50,19.50,11,28
"Compare_File_726",2,38,19.00,19.00,14,24
"Compare_File_407",2,38,19.00,19.00,14,24
"Compare_File_345",2,38,19.00,19.00,10,28
"Compare_File_555",2,38,19.00,19.00,11,27
"Compare_File_890",2,38,19.00,19.00,16,22
"Compare_File_652",2,38,19.00,19.00,13,25
"Compare_File_657",2,38,19.00,19.00,13,25
"Compare_File_155",2,38,19.00,19.00,16,22
"Compare_File_125",2,38,19.00,19.00,18,20
"Compare_File_384",2,38,19.00,19.00,13,25
"Compare_File_664",2,38,19.00,19.00,12,26
"Compare_File_76",2,38,19.00,19.00,14,24
"Compare_File_877",2,38,19.00,19.00,12,26
"Compare_File_156",2,38,19.00,19.00,14,24
"Compare_File_335",2,37,18.50,18.50,9,28
"Compare_File_699",2,37,18.50,18.50,9,28
"Compare_File_964",2,37,18.50,18.50,7,30
"Compare_File_39",2,37,18.50,18.50,10,27
"Compare_File_163",2,37,18.50,18.50,14,23
"Compare_File_299",2,37,18.50,18.50,14,23
"Compare_File_687",2,37,18.50,18.50,18,19
"Compare_File_180",2,37,18.50,18.50,12,25
"Compare_File_571",2,37,18.50,18.50,9,28
"Compare_File_987",2,37,18.50,18.50,15,22
"Compare_File_347",2,37,18.50,18.50,11,26
"Compare_File_866",2,37,18.50,18.50,16,21
"Compare_File_141",2,37,18.50,18.50,11,26
"Compare_File_83",2,37,18.50,18.50,10,27
"Compare_File_809",2,37,18.50,18.50,12,25
"Compare_File_146",2,37,18.50,18.50,11,26
"Compare_File_250",2,36,18.00,18.00,11,25
"Compare_File_295",2,36,18.00,18.00,9,27
"Compare_File_318",2,36,18.00,18.00,9,27
"Compare_File_736",2,36,18.00,18.00,13,23
"Compare_File_793",2,36,18.00,18.00,8,28
"Compare_File_805",2,36,18.00,18.00,13,23
"Compare_File_669",2,36,18.00,18.00,10,26
"Compare_File_367",2,36,18.00,18.00,15,21
"Compare_File_644",2,36,18.00,18.00,15,21
"Compare_File_741",2,36,18.00,18.00,10,26
"Compare_File_360",2,36,18.00,18.00,15,21
"Compare_File_517",2,35,17.50,17.50,16,19
"Compare_File_955",2,35,17.50,17.50,16,19
"Compare_File_308",2,35,17.50,17.50,11,24
"Compare_File_883",2,35,17.50,17.50,12,23
"Compare_File_310",2,35,17.50,17.50,12,23
"Compare_File_611",2,35,17.50,17.50,10,25
"Compare_File_494",2,35,17.50,17.50,15,20
"Compare_File_585",2,35,17.50,17.50,16,19
"Compare_File_483",2,35,17.50,17.50,11,24
"Compare_File_747",2,35,17.50,17.50,12,23
"Compare_File_91",2,35,17.50,17.50,11,24
"Compare_File_773",2,35,17.50,17.50,10,25
"Compare_File_531",2,35,17.50,17.50,9,26
"Compare_File_181",2,35,17.50,17.50,14,21
"Compare_File_872",2,35,17.50,17.50,15,20
"Compare_File_410",2,35,17.50,17.50,9,26
"Compare_File_344",2,35,17.50,17.50,14,21
"Compare_File_529",2,35,17.50,17.50,11,24
"Compare_File_799",2,35,17.50,17.50,15,20
"Compare_File_482",2,35,17.50,17.50,17,18
"Compare_File_843",2,34,17.00,17.00,16,18
"Compare_File_813",2,34,17.00,17.00,16,18
"Compare_File_840",2,34,17.00,17.00,14,20
"Compare_File_139",2,34,17.00,17.00,12,22
"Compare_File_234",2,34,17.00,17.00,15,19
"Compare_File_137",2,34,17.00,17.00,10,24
"Compare_File_443",2,34,17.00,17.00,15,19
"Compare_File_117",2,34,17.00,17.00,12,22
"Compare_File_382",2,34,17.00,17.00,10,24
"Compare_File_861",2,34,17.00,17.00,9,25
"Compare_File_606",2,34,17.00,17.00,17,17
"Compare_File_744",2,34,17.00,17.00,11,23
"Compare_File_124",2,34,17.00,17.00,15,19
"Compare_File_458",2,34,17.00,17.00,16,18
"Compare_File_229",2,34,17.00,17.00,13,21
"Compare_File_82",2,34,17.00,17.00,12,22
"Compare_File_415",2,34,17.00,17.00,13,21
"Compare_File_118",2,34,17.00,17.00,10,24
"Compare_File_688",2,34,17.00,17.00,9,25
"Compare_File_179",2,34,17.00,17.00,10,24
"Compare_File_532",2,34,17.00,17.00,16,18
"Compare_File_563",2,34,17.00,17.00,16,18
"Compare_File_253",2,34,17.00,17.00,9,25
"Compare_File_157",2,33,16.50,16.50,9,24
"Compare_File_288",2,33,16.50,16.50,13,20
"Compare_File_646",2,33,16.50,16.50,11,22
"Compare_File_64",2,33,16.50,16.50,12,21
"Compare_File_194",2,33,16.50,16.50,9,24
"Compare_File_525",2,33,16.50,16.50,14,19
"Compare_File_895",2,33,16.50,16.50,14,19
"Compare_File_504",2,33,16.50,16.50,10,23
"Compare_File_972",2,33,16.50,16.50,12,21
"Compare_File_60",2,33,16.50,16.50,11,22
"Compare_File_485",2,33,16.50,16.50,10,23
"Compare_File_508",2,33,16.50,16.50,9,24
"Compare_File_607",2,33,16.50,16.50,13,20
"Compare_File_266",2,33,16.50,16.50,12,21
"Compare_File_294",2,33,16.50,16.50,9,24
"Compare_File_680",2,33,16.50,16.50,9,24
"Compare_File_869",2,33,16.50,16.50,13,20
"Compare_File_557",2,33,16.50,16.50,10,23
"Compare_File_839",2,33,16.50,16.50,12,21
"Compare_File_596",2,33,16.50,16.50,16,17
"Compare_File_708",2,33,16.50,16.50,16,17
"Compare_File_983",2,33,16.50,16.50,13,20
"Compare_File_121",2,33,16.50,16.50,15,18
"Compare_File_958",2,32,16.00,16.00,14,18
"Compare_File_934",2,32,16.00,16.00,10,22
"Compare_File_729",2,32,16.00,16.00,13,19
"Compare_File_853",2,32,16.00,16.00,13,19
"Compare_File_796",2,32,16.00,16.00,13,19
"Compare_File_834",2,32,16.00,16.00,15,17
"Compare_File_737",2,32,16.00,16.00,15,17
"Compare_File_440",2,32,16.00,16.00,15,17
"Compare_File_742",2,32,16.00,16.00,15,17
"Compare_File_595",2,32,16.00,16.00,10,22
"Compare_File_326",2,32,16.00,16.00,13,19
"Compare_File_743",2,32,16.00,16.00,14,18
"Compare_File_575",2,32,16.00,16.00,15,17
"Compare_File_694",2,32,16.00,16.00,11,21
"Compare_File_185",2,32,16.00,16.00,12,20
"Compare_File_929",2,32,16.00,16.00,14,18
"Compare_File_548",2,32,16.00,16.00,15,17
"Compare_File_784",2,32,16.00,16.00,15,17
"Compare_File_134",2,32,16.00,16.00,15,17
"Compare_File_373",2,32,16.00,16.00,15,17
"Compare_File_46",2,32,16.00,16.00,15,17
"Compare_File_705",2,32,16.00,16.00,15,17
"Compare_File_943",2,32,16.00,16.00,12,20
"Compare_File_243",2,32,16.00,16.00,15,17
"Compare_File_172",2,32,16.00,16.00,16,16
"Compare_File_507",2,32,16.00,16.00,13,19
"Compare_File_776",2,32,16.00,16.00,10,22
"Compare_File_990",2,31,15.50,15.50,14,17
"Compare_File_375",2,31,15.50,15.50,15,16
"Compare_File_527",2,31,15.50,15.50,12,19
"Compare_File_722",2,31,15.50,15.50,15,16
"Compare_File_679",2,31,15.50,15.50,11,20
"Compare_File_649",2,31,15.50,15.50,15,16
"Compare_File_473",2,31,15.50,15.50,13,18
"Compare_File_855",2,31,15.50,15.50,15,16
"Compare_File_359",2,31,15.50,15.50,12,19
"Compare_File_218",2,31,15.50,15.50,11,20
"Compare_File_500",2,31,15.50,15.50,14,17
"Compare_File_949",2,31,15.50,15.50,15,16
"Compare_File_94",2,31,15.50,15.50,14,17
"Compare_File_246",2,31,15.50,15.50,14,17
"Compare_File_488",2,31,15.50,15.50,14,17
"Compare_File_256",2,31,15.50,15.50,14,17
"Compare_File_846",2,31,15.50,15.50,14,17
"Compare_File_576",2,31,15.50,15.50,13,18
"Compare_File_579",2,31,15.50,15.50,10,21
"Compare_File_377",2,31,15.50,15.50,15,16
"Compare_File_161",2,31,15.50,15.50,9,22
"Compare_File_168",2,31,15.50,15.50,12,19
"Compare_File_937",2,31,15.50,15.50,14,17
"Compare_File_627",2,31,15.50,15.50,14,17
"Compare_File_963",2,31,15.50,15.50,13,18
"Compare_File_933",2,31,15.50,15.50,9,22
"Compare_File_822",2,31,15.50,15.50,13,18
"Compare_File_684",2,31,15.50,15.50,15,16
"Compare_File_171",2,31,15.50,15.50,14,17
"Compare_File_897",2,31,15.50,15.50,11,20
"Compare_File_539",2,31,15.50,15.50,14,17
"Compare_File_149",2,31,15.50,15.50,12,19
"Compare_File_748",2,31,15.50,15.50,13,18
"Compare_File_630",2,31,15.50,15.50,15,16
"Compare_File_361",2,30,15.00,15.00,10,20
"Compare_File_75",2,30,15.00,15.00,11,19
"Compare_File_37",2,30,15.00,15.00,14,16
"Compare_File_888",2,30,15.00,15.00,12,18
"Compare_File_910",2,30,15.00,15.00,12,18
"Compare_File_372",2,30,15.00,15.00,13,17
"Compare_File_629",2,30,15.00,15.00,12,18
"Compare_File_245",2,30,15.00,15.00,12,18
"Compare_File_918",2,30,15.00,15.00,11,19
"Compare_File_215",2,30,15.00,15.00,15,15
"Compare_File_712",2,30,15.00,15.00,15,15
"Compare_File_336",2,30,15.00,15.00,12,18
"Compare_File_510",2,30,15.00,15.00,12,18
"Compare_File_956",2,30,15.00,15.00,13,17
"Compare_File_87",2,30,15.00,15.00,14,16
"Compare_File_222",2,30,15.00,15.00,14,16
"Compare_File_882",2,30,15.00,15.00,13,17
"Compare_File_887",2,30,15.00,15.00,13,17
"Compare_File_778",2,30,15.00,15.00,11,19
"Compare_File_502",2,30,15.00,15.00,9,21
"Compare_File_452",2,30,15.00,15.00,9,21
"Compare_File_189",2,30,15.00,15.00,11,19
"Compare_File_716",2,29,14.50,14.50,14,15
"Compare_File_497",2,29,14.50,14.50,11,18
"Compare_File_204",2,29,14.50,14.50,13,16
"Compare_File_379",2,29,14.50,14.50,12,17
"Compare_File_978",2,29,14.50,14.50,14,15
"Compare_File_558",2,29,14.50,14.50,10,19
"Compare_File_423",2,29,14.50,14.50,13,16
"Compare_File_352",2,29,14.50,14.50,12,17
"Compare_File_454",2,29,14.50,14.50,14,15
"Compare_File_636",2,29,14.50,14.50,8,21
"Compare_File_714",2,29,14.50,14.50,13,16
"Compare_File_150",2,29,14.50,14.50,11,18
"Compare_File_545",2,29,14.50,14.50,10,19
"Compare_File_879",2,29,14.50,14.50,11,18
"Compare_File_612",2,29,14.50,14.50,11,18
"Compare_File_996",2,29,14.50,14.50,10,19
"Compare_File_498",2,29,14.50,14.50,11,18
"Compare_File_54",2,29,14.50,14.50,11,18
"Compare_File_296",2,29,14.50,14.50,14,15
"Compare_File_589",2,29,14.50,14.50,11,18
"Compare_File_478",2,29,14.50,14.50,12,17
"Compare_File_526",2,29,14.50,14.50,10,19
"Compare_File_175",2,29,14.50,14.50,14,15
"Compare_File_552",2,29,14.50,14.50,8,21
"Compare_File_624",2,29,14.50,14.50,14,15
"Compare_File_650",2,29,14.50,14.50,13,16
"Compare_File_701",2,29,14.50,14.50,13,16
"Compare_File_486",2,29,14.50,14.50,12,17
"Compare_File_863",2,29,14.50,14.50,12,17
"Compare_File_604",2,29,14.50,14.50,9,20
"Compare_File_718",2,29,14.50,14.50,14,15
"Compare_File_503",2,29,14.50,14.50,11,18
"Compare_File_719",2,28,14.00,14.00,13,15
"Compare_File_814",2,28,14.00,14.00,14,14
"Compare_File_574",2,28,14.00,14.00,12,16
"Compare_File_513",2,28,14.00,14.00,12,16
"Compare_File_648",2,28,14.00,14.00,10,18
"Compare_File_782",2,28,14.00,14.00,11,17
"Compare_File_162",2,28,14.00,14.00,10,18
"Compare_File_258",2,28,14.00,14.00,12,16
"Compare_File_103",2,28,14.00,14.00,12,16
"Compare_File_268",2,28,14.00,14.00,9,19
"Compare_File_864",2,28,14.00,14.00,9,19
"Compare_File_208",2,28,14.00,14.00,9,19
"Compare_File_271",2,28,14.00,14.00,6,22
"Compare_File_278",2,28,14.00,14.00,12,16
"Compare_File_97",2,28,14.00,14.00,11,17
"Compare_File_420",2,28,14.00,14.00,8,20
"Compare_File_667",2,28,14.00,14.00,10,18
"Compare_File_602",2,28,14.00,14.00,11,17
"Compare_File_986",2,28,14.00,14.00,9,19
"Compare_File_770",2,28,14.00,14.00,10,18
"Compare_File_495",2,28,14.00,14.00,14,14
"Compare_File_922",2,28,14.00,14.00,14,14
"Compare_File_435",2,28,14.00,14.00,10,18
"Compare_File_962",2,28,14.00,14.00,12,16
